지역,분류1,카테고리,숙박업소명,주소,좌표(x),좌표(y),전화번호,홈페이지Url,객실정보,상세내용,이미지1
태안,stay,펜션,더 클래식,충남 태안군 남면 청포대길 57-60,36.636581,126.30171,041-675-0059,http://w.theclassicps.com/fhtml/,"스파룸 9, 일반룸 4","객실 창으로 아름다운 청포대해수욕장 바다의 파도소리에 잠들고 잠깨어 아침을 맞이하는 힐링여행에
행복한 시간여행을 드립니다.
청포대 해변길을 거닐던 타인의 시선 부러움까지 한껏 받을 수 있는 바다전망 스파 객실,창밖 풍경들이 그림처럼 스쳐갑니다.
맛있는 이야기, 편안한 휴식으로
 낮선 공간이 어색하지 않은 여행을 꿈꾸는
1박 2일이 짧았던 아쉬움까지 가져가실 수 있습니다.",
태안,stay,펜션,그녀의 바다,충남 태안군 남면 청포대길 57-36,36.6374101,126.301725,041-674-5425,http://www.she-sea.com/,6가지 테마의 방,"특별한 당신, 특별한 우리의 사랑, 그녀의 바다 펜션에서 특별해지는 우리, 특별함을 느껴보세요",119.jpg
태안,stay,펜션,모켄리조트,충남 태안군 남면 곰섬로 129-87,36.6032044,126.308013,010-9293-4275,http://www.moken.co.kr/,"스탠다드, 디럭스, 스위트, 스위트로얄, 디럭스 로얄 스위트, 프레지던트",철학을 바꾼 저택형 안면도 스파하우스,120.jpg
태안,stay,펜션,몽산포 파도펜션,충남 태안군 남면 몽대로 512-17,36.6740302,126.27006,010-7210-2807,http://www.e-pado.com/,"고래동(6개 방), 상어동(3개방)","파도소리펜션은 신축건물이라 일단 깨끗하고 펜션앞 바다에서는 시원한 해수욕, 방파제에서 즐기는 낚시, 바닷길 산책, 갯벌체험 등 다양하게 대자연을 즐길 수 있습니다.
객실내에서 서해바다의 아름다운 낙조를 감상하실 수 있는 환경을 갖추고 있습니다. 또한 TV, 조리기구나 에어컨 등을 구비하고 있어 편안한 숙박을 보장드립니다.",121.jpg
태안,stay,펜션,큐브하우스리조트,충남 태안군 원북면 나루터길 324,36.8288688,126.300602,041-675-8811,http://www.cubehouse.co.kr/,"커플룸 2, 패밀리룸 2",초럭셔리 펜션 큐브하우스입니다. ,
태안,stay,펜션,그람피하우스,충남 태안군 남면 안면대로 1110-30,36.656642,126.308272,010-8515-6653,http://www.grumpy.co.kr/,"커플룸 11, 패밀리룸 2",소나무 숲과 황금빛 노을과 바다풍경이 어울어진 언덕위의 하얀집 그람피하우스입니다. 별장형으로 지어진 동화속 그림같은 집에서 소나무의 향기를 맡으며 일몰의 아름다움을 만끽할 수 있는 확 트인 서해의 전망은 일상에 지친 피로를 말끔히 씻어주고 활력을 불어 드릴 것 입니다.,123.jpg
태안,stay,펜션,마로니에펜션,충남 태안군 원북면 신두해변길 135,36.8364477,126.183611,041-675-1617,http://www.oceanworld.co.kr/,"커플 1호, 패밀리 1,2,3호, 파티 1,2,3호","바다가 정원처럼 펼쳐져 있는 마로니에 펜션은 전 객실에서 바다가 조망되는 멋진펜션입니다. 드 넓은 백사장과, 펜션 바로 앞까지 들어오는 바닷물은 시원함을 더합니다.
저녁이 되면 갈매기와 함께 낮고의 아름다운 풍경을 감상하시는 여유를 즐겨보세요.
밤바다를 배경으로 조명아래 즐기는 맛있는 바비큐 파티는 일상을 벗어난 또 다른 즐거움을 느끼실 수 있습니다.",124.jpg
태안,stay,펜션,아리바다펜션,충남 태안군 남면 청포대길 57-58,36.6367432,126.30172,041-675-9009,http://www.arribada.co.kr/,"스파룸 6, 커플룸 7, 패밀리룸 4","중앙아메리카 코스타리카의 오스티오날 해변에는 매년 8~11월 하현달이 뜨면 수만마리의 바다거북이 해변으로 올라온다. 알을 낳기 위해 고향으로 돌아온 것이다. 현지에서는 이 현상을 '도착'이라는 뜻의 아리바다라고 부른다. 우리의 위대하고 험난한 인생여정과도 닮아있다.
저희 아리바다 펜션을 찾아주시는 모든 분들의 위대하고 험난한 인생여정에서 고향같이 안락하고 편안한 곳으로 기억되고 싶습니다.",125.jpg
태안,stay,굿스테이,하늘과 바다사이 리조트,충남 태안군 원북면 신두2길 199,36.823408,126.25716,041-675-2111,http://www.sky-sea.co.kr/,"1, 2단지(대학교 MT 및 단체), 3단지(커플룸 및 가족룸), 4단지(대학교 MT 및 기업체)","하늘과 바다사이 리조트는 서해에서는 물론이거니와, 우리나라에서는 보기 드문 청정한 해변, 그리고 그 해변에 바다와 가장 가까이 지어진 우리나라 유일의 해양펜션리조트 입니다.",126.jpg
태안,stay,굿스테이,에벤에셀펜션,충남 태안군 원북면 신두해변길 39-4,36.8306983,126.183537,010-9082-8272,http://www.sinduri.kr/,"가족룸 11, 그룹룸 4, 그랜드룸 1","지중해에 온 듯한 이국적인 풍경이 당신 앞에 펼쳐집니다.
에벤에셀펜션은 서해에서 가장 길고 아름다운 해안선을 자랑하며, 서해 최고의 해변이라 불리는 신두리해수욕장에 위치해 있습니다.
특별히 에벤에셀은 2000평의 넓은 대지와 독립적인 공간의 여유를 갖고 가족 및 단체를 위한 갖가지 시설과 테마를 갖추고 있는 리조트형 펜션입니다.",127.jpg
태안,stay,굿스테이,피노키오펜션,충남 태안군 소원면 만리포2길 184,36.7892267,126.145831,041-672-3824,http://www.pinocchiopension.com/,"커플룸 6, 가족룸 3","피노키오의 본채는 1961년 한국으로 미군의 물자수송을 담당하던 미국인 해군 중령 Mr.킹이 만리포의 자연경관에 반해 한국여성과 결혼한 뒤 본인의 이름을 따 이곳에 킹 호텔을 건축한 것이 그 시작입니다.
그 후 개보수를 거치긴 했으나 당시의 구조를 그대로 살려 아직도 당시의 굴뚝과 정원수들이 남아있답니다.",128.jpg
태안,stay,굿스테이,베이브리즈가족호텔,충남 태안군 소원면 만리포2길 235-9,36.7942702,126.146739,041-675-9551,http://www.baybreeze.co.kr/,"온돌방 3, 침대방 5","느즈막한 휴일 아침, 부드러운 햇살을 맞고 잔잔한 파도소리를 들으며 눈을 떴을때 눈앞에 한 없이 탁 트인 바다가 펼쳐져 있는 그런 경험을 드리기 위해, 
하루가 저물어가는 시간, 창가에 여유로이 기대어 앉아 저녁바다가 온통 붉은 낙조로 물들어가는 그 장관을 한눈에 담아 가시기를 바라며, 이 곳 서해의 보석 만리포 그 한정학 끝자락에 마련한 공간입니다.
모쪼록 이 곳 베이브리즈에서 지친 마음을 쉬어가시고 치유의 시간을 보내시길 바랍니다.",
태안,stay,굿스테이,샌드힐,충남 태안군 원북면 신두해변길 87,36.8340426,126.179814,041-675-3102,http://www.sandhill.co.kr/,"커플룸 2, 가족룸 7","일몰이 아름다운 샌드힐리조트입니다.
저희 샌드힐리조트는 세계 최대의 모래언덕이 있는 충남 태안의 신두리 해수욕장에 자리잡고 있습니다. 리조트 바로 앞이 신두리 해수욕장 백사장이며, 여느 서해안처럼 해변이 완만하여 어린이를 동반한 가족들이 즐기기에 최적의 장소입니다. 또한 겨울에는 백사장에 부서지는 파도와 해변의 설경이 너무나 아름답습니다.",130.jpg
태안,stay,굿스테이,제이드리조텔,충남 태안군 근흥면 신진도길 69,36.745642,126.298053,"041-674-4999, 5999",http://www.jaderesortel.com/,"커플룸 6, 가족룸 2","무작정 떠나온 여행… 아름다운 풍경을 달리다보면 차 창밖에 상쾌한 바람이 이곳으로 안내합니다. 가끔씩 떠올려보던 특별한 만남과 추억, 그 시작은 제이드 리조텔에서 지워지지 않을 한편의 동화를 드리고 싶습니다.",131.jpg
