번호,출처,지역,업종,상호명,주메뉴,주소,연락처,소개,
163,충남추천맛집,태안,한식,딴뚝통나무집,"게국지, 간장게장",충청남도 태안군 안면읍 조운막터길 23-22,041-673-1645,"안면도 게국지의 원조
여러 차례 맛집으로 선정된 딴뚝통나무집은 사장님의 40년 경력이 맛을 뒷받침 해준다. 서해안에서 나오는 우럭을 해풍에 건조시켜 만든 우럭젓국과 절임배추 등을 이용해 만든 게국지는 지역고유의 향토음식으로 그 맛이 일품이다. 우거지와 묵은지가 들어간 게국지는 밥에 비벼서 먹으면 정말 게눈 감추듯이 밥이 사라진다.",
164,충남추천맛집,태안,일식,푸른바다횟집,"우럭회, 바지락칼국수, 해물탕",충청남도 태안군 안면읍 방포항길 26-3,041-673-9200,"싱싱함을 가득 품은 바다의 선물, 국산 활어회의 진수
신선한 재료, 정성 가득한 손길, 오랜 경력의 손맛이 있는 횟집으로 낙조를 볼 수 있는 꽃지해수욕장 입구에 자리하고 있다. 전복 해삼 등 안면도산 각종 해산물들을 맛볼 수 있으며, 계절에 따라 쭈꾸미샤브샤브, 해삼물회, 전어, 대하, 새조개 등을 맛볼 수 있는 데 그 중에서도 우럭간장찜은 감칠맛 나는 요리로 많은 손님들이 찾고 있다.",
165,충남추천맛집,태안,한식,이조원,"갈치조림, 황태해장국",충청남도 태안군 안면읍 백사장1길 18,041-672-3008,"백사장항 입구에 있는 갈치조림 전문점
두툼한갈치에 호박, 무 등 양념을 특유의 육수와 함께 칼칼한 맛으로 끓여내는 주인의 손맛을 느끼며 먹는 갈치조림은 안면도 최고의 맛을 자랑한다. 꽃게탕, 우럭, 대구, 알, 전복, 복 등 매운탕이 전문인 이조원은 매일매일 직접 엄선한 신선한 해물을 사용하고 있다.",
166,충남추천맛집,태안,한식,인평장어메기,"장어구이, 장어찜, 매운탕",충청남도 태안군 태안읍 강경벌로 739,041-674-4660,"특유의 비법과 함께하는 장어구이
인평저수지 옆에 위치한 전통의 장어전문식당으로 가장 전통이 있는 민물고기집으로 소문이 나있다. 전원적인 분위기를 갖춘 음식점으로 맛깔스런 밑반찬을 비롯하여 정성껏 만든 고추장양념과 간장양념을 손님입맛에 맞게 장어에 발라먹는 것이 특징 이며 담백하고 고소한 맛이 일품이다.",
167,충남추천맛집,태안,한식,초록애,"오리백숙정식, 훈제구이",충청남도 태안군 태안읍 백화로 121-122,041-672-5233,"자연을 담은 웰빙 오리!
녹차원잎과 소나무 추출 천연식이 유황을 먹여 정성껏 키운 오리로 오리특유의 냄새를 없애고, 부드럽고 쫄 깃한 육질의 맛이 일품이다. 고단백, 저콜레스테롤 육 류로 잘 알려진 오리고기는 보양식으로 좋으며, 남녀 노소 누구나 부담 없이 즐길 수 있다.",
168,충남추천맛집,태안,한식,토담집,"간장게장, 우럭젓국",충청남도 태안군 태안읍 동백로 161,041-674-4561,"전통으로 이어온 간장게장의 명가!
우럭젓국은 염장해 말린 우럭 살을 뜯어 두었다가 두부를 올려 즉석에서 끓인 시원한 탕으로 해장국으로 그만이며, 간장게장은 봄에 잡은 태안 암게만을 사용하여 특유의 비법으로 간장을 달여 만들어 감칠맛을 돋운다. 주인장 인심만큼이나 푸짐하고 부드러운게살이 꽉꽉 들어차 있다.",
169,충남추천맛집,태안,한식,한국관,"암소한우등심, 암소한우특수부위",충청남도 태안군 태안읍 독샘로 100,041-675-2415,"고소한 육질과 부드러운 한우암소의 깊은 맛!
한국관광공사에서 선정할 만큼 깨끗하고 맛있는 집으로 유명하며 한국의 전통적인 인테리어와 넓은 공간이 마련되어 있다. 한우암소 고기만을 엄선하며 20년을 이어온 맛집인만큼 고소하고 부드러운 육질의 한우를 만날 수 있으며 꼬리곰탕과 돌솥비빔밥 또한 별미다. 그리고 태안 바닷가에서 잡은 낙지로 만든 낙지전골의 맛은 한 번 맛보면 잊을 수 없는 특별메뉴다.",
170,농가맛집,서천,한식,고수록,고수록 밥상,충청남도 서천군 비인면 서인로 1117번길 1,041-952-1929,"고수록, 손김, 똘쟁이 등 풍부한 갯벌식재료와 텃밭의 싱싱함이 담겨있는 건강 밥상",
171,농가맛집,서천,한식,다정다반,희리산 콩부인 자연밥상,충청남도 서천군 종천면 산천길 106번길 15 ,041-953-9705,"농촌아낙네의 푸짐한 정과 정성스러움이 가득담긴, 자연의 맛을 오롯이 담은 차와 식사를 말하며 손수 담근 된장, 고추장, 청국장 등 발효식품을 토대로 농가맛집 주변의 텃밭 채소와 희리산의 각종 산채를 주재료로 하는 한상차림으로 자연과 건강의 의미를 담음",
172,농가맛집,공주,한식,늘푸른솔,"시래기퉁퉁장정식, 청국장백반, 촌두부, 두부전골",충청남도 공주시 사곡면 정안마곡사로 198,041-841-6387,건강시래기 정식과 직접 재배한 콩으로 만든 두부와 옛날 방식대로 띄운 청국장 맛이 일품,
173,농가맛집,서산,한식,소박한밥상,연잎밥,충청남도 서산시 인지면 애정길 150-22,010-8718-3826,"어머니의 정성으로 내 가족에게 음식을 나눈다는 소박한 마음을 담은 상차림으로 어머니(정순자)와 딸(강태갑), 가족
모두가 정성을 다해 대접합니다. 주 메뉴는 갖은 잡곡과 찹쌀을 연잎에 싸서 가마솥에 쪄낸 연잎밥과 직접 담근 짱아찌와 제철 나물, 물김치 등입니다",
174,농가맛집,서산,한식,마늘각시,마늘한정식,충청남도 서산시 팔봉면 진장서낭골길 203-14,010-6470-0668,"지역 농특산물 6쪽마늘, 생강, 달래를 이용한 향토음식 외식업소로 주 메뉴는 마늘등갈비강정, 바지락담뿍장, 마늘 소스돼지고기찜, 마늘육전 등 마늘을 이용한 한정식입니다.",
175,농가맛집,서산,한식,마늘각시,마늘한정식,충청남도 서산시 충의로 19,010-2055-3336,"지역 농특산물 6쪽마늘, 생강, 달래를 이용한 향토음식 외식업소로 주 메뉴는 마늘등갈비강정, 바지락담뿍장, 마늘 소스돼지고기찜, 마늘육전 등 마늘을 이용한 한정식입니다.",
176,농가맛집,태안,한식,곰섬나루,"함초간장게장, 우럭젓국찌개, 게국지찌개",충청남도 태안군 남면 안면대로 1610-27,041-675-5527,"태안 특산물을 이용하여 정감있는 향토음식을 상품화한 농가맛집. 바다의 약초로 불리는 함초엑기스를 넣은 간장게장과 우럭을 말려 쌀뜨물과 끓여내는 담백한 우럭젓국, 항아리에 모아놨던 게국 간장을 갈 배추에 버무려 찌개로 끓여내는 게국지 상차림을 늘 만날 수 있음",
177,농가맛집,태안,한식,콩의보감,"알콩정식, 달콤정식",충청남도 태안군 근흥면 수룡길 146,041-672-5956,"태안의 청정지역 맑은 물과 비옥한 땅에서 자란 콩과 전통장을 천연조미료로 사용하여 담백하고 깊은 맛을 내는 콩요리전문 농가맛집. 직접 재배한 제철나물, 콩죽, 조랭이떡톳두부된장국, 콩전 등으로 구성된 알콩정식, 몸의 원기를 북돋워주는 불고기해물두부전골, 두부김치, 생선찜으로 구성된 달콩정식이 주메뉴로 저염식이 특징임",
178,농가맛집,태안,한식,꽃드래 진송꽃게집,"게국지정식, 방풍비빔밥",충청남도 태안군 안면읍 안면대로 3015,041-673-5923,태안향토음식 브랜드 ‘꽃드래’사업장에서는 3면이 바다로 둘러싸인 태안군의 사시사철 특별한 맛을 자랑하는 각종 먹거리들을 맛볼수 있음. 전국 유일의 김치로 시원한 국물맛이 일품이며 향수를 달래는 향토음식인 게국지 정식과 방풍을 이용한 비빔밥은 특유의 씁쓸한 맛과 향이 있으며 뒷맛은 달아 식욕을 돋움,
179,농가맛집,태안,한식,꽃드래 통나무집사람들,"육쪽마늘정식, 바지락비빔밥",충청남도 태안군 원북면 원이로 447-15,041-672-1600,임금님께 바치던 진상품이며 예부터 자양강장 식품으로 애용되어온 태안육쪽마늘을 활용한 상차림으로 마늘 특유의 강한 향을 줄이고 고유의 맛과 기능을 느낄 수 있도록 조리하여 다양하게 마늘을 즐길 수 있음. 해안자원이 풍부한 태안의 대표적인 바지락을 활용한 나물비빔밥으로 쫄깃한 식감과 바지락탕을 사용하여 바지락의 시원한 풍미를 넉넉하게 느낄 수 있는 영양식임,
180,농가맛집,보령,한식,석화촌,"석화촌정식, 방풍생선정식",충청남도 보령시 주포면 밖강술길 15,010-9286-7003,"보령 농가맛집 석화촌의 대표 상차림인 ‘석화촌정식’은 오리에 방풍이 곁들여 지는 요리를 테마로 하며, 천여 평의 방풍농사로 재배한 방풍을 재료로 방풍묵, 방풍장아찌, 방풍떡 등의 반찬을 주인장의 소박한 손맛으로 담아냄",
181,농가맛집,금산,한식,진악산뜰 농가맛집,"오색쌈밥장아찌정식, 인삼부추백숙",충청남도 금산군 금산읍 계진길139,010-9588-1809,"금산의 인삼을 처음 재배했다는 전설이 내려오는 ""진악산"" 아래의 한적한 마을에 자리잡고 있어 진악산의 맑은 공기와 건강한 기운 그리고 고향의 정취를 느낄 수 있는 곳이며, 쌈채농장으로 쌈채 수확 및 요리체험 가능하다. 
금산의 대표 농산물인 인삼과 농장에서 재배한 더덕을 이용하여 잡내를 없애고 풍미를 더한 인삼 정과 수육과 자체 개발한 짜지 않고, 아삭한 10여가지 이상의 장아찌를 정식상차림.",
182,농가맛집,예산,한식,도랑골손맛,추사밥상,충청남도 예산군 고덕면 상장2길 88-12,010-4733-8636,"추사 김정희선생의 고향인 예산에서 추사의 스토리와 대표자의 어머니에 대한 추억이 담긴 박, 그리고 예산 사과와 배가 잘 접목된 특색있는 상차림으로 구성됨. ",
183,농가맛집,공주,한식,미마지,"소민정식, 밤나무아래정식, 연잎밥상",충청남도 공주시 의당면 돌모루 2길 17-15,041-855-4933,"공주 특산물 밤을 이용한 음식, 집안의 내림음식 등을 내는 농가맛집으로 민속극박물관을 함께 운영하며 지역문화, 백제의 얼을 알리려 함. ",
184,농가맛집,공주,한식,다래원,"효자국밥, 한정식",충청남도 공주시 백미고을길 5-1,041-852-5518,"공주의 대표먹거리인 공주국밥을 얼큰한 맛으로 끓여 내며 한정식 메뉴도 함께 함. 각종 모임, 상견례등의 공간으로 이용 가능한 곳",
185,농가맛집,공주,한식,대왕산산 백숙농원,"무령왕장어백숙, 장뇌삼오리백숙, 장뇌산산삼계탕, 닭도리탕",충청남도 공주시 연수원길 46,041-858-9008,장어와 장뇌삼이 만난 최고의 보양식을 맛볼 수 있으며 다양한 백숙요리를 통하여 함께먹는 즐거움이 넘치는 곳,
186,농가맛집,홍성,한식,홍두레맛집,"묵은지포갈비찜, 유부냉이전골, 오디정식특선",충청남도 홍성군 홍성읍 대학길 156-10,010-8938-0869,"오디(뽕나무열매)를 이용한 음식을 선보이며, 텃밭의 다양한 채소들이 제철음식으로 선보이는 맛집 ",
187,농가맛집,당진,한식,소들강문,"꺼먹지정식, 손두부",충청남도 당진시 우강면 덕평로 931,010-2468-1117,"한국 최초의 카톨릭 사제인 김대건 신부가 출생한 솔뫼성지가 인근에 위치하여, 솔뫼성지-합덕성지-신리성지를 잇는 ‘버그내순례길’을 걸으며 옛 성인들의 발자취를 돌아 볼 수 있으며, 지역에서 재배되는 농산물로 만든 음식을 통해 당진의 넉넉함과 평안함을 느끼며 음식을 통해 힐링하는 농가맛집  ",
188,농가맛집,당진,한식,길목식당,꺼먹지정식,충청남도 당진시 우강면 덕평로 616,010-9561-5505,"한국 최초의 카톨릭 사제인 김대건 신부가 출생한 솔뫼성지가 인근에 위치하여, 솔뫼성지-합덕성지-신리성지를 잇는 ‘버그내순례길’ 옛 성인들의 발자취를 되짚어 볼 수 있으며, 지역에서 재배되는 농산물로 만든 음식을 통해 당진의 넉넉함과 평안함을 느낄 수 있는 음식을 통해 힐링하는 농가맛집  ",
189,농가맛집,천안,한식,산에들에 징검다리,"도솔정식, 능소버들정식",충청남도 천안시 동남구 동면 화복로 486-53,041-551-5292,예부터  천안지역에서 만들어 먹던 무청진잎과 콩알빠금장을 이용하여 원형 음식으로 조리하며 천안특산품을 이용하여 현대인에 맞는 전통장류와  일품요리로 구성 식사와 함께 안주가 될 수 있는 음식으로 조리.,
190,농가맛집,논산,한식,만석지기 곳간,"만석지기 곳간정식, 전젓국, 게장밥상, 큰할머니 보쌈큰상",충청남도 논산시 연무읍 왕릉로 108번길 20,041-742-9090,"연무읍 일대 농사를 가장 크게  짓는 만석지기 프로 농사꾼의 마음을 담아 상차림을 하며, 갓 도정한 쌀로 건강한 밥을 짓는 것이 가장 큰 특징임. 할머님의 솜씨와 이야기 를 음식에 담아내는 친근함이 있는 상차림",
191,농가맛집,계룡,한식,마음자리,"한우바싹불고기정식, 두부수육정식, 아삭장아찌골동반상",충청남도 계룡시 엄사면 광석향안길 218,042-551-4996,"계룡산 자락 향적산 국사봉 아래 청정지역에 위치하여 전통장과 장아찌를 생산하는 농가로 깊은 맛이 특징인 된장을 주재료로 한 음식을 내며, 직접 띄운 청국장을 이용한 쌈장과 샐러드가 일품입니다. ",
192,농가맛집,부여,한식,나경,"버섯전골정식, 버섯비빔밥, 동충하초토종닭백숙, 매콤버섯닭볶음탕",충청남도 부여군  석성면 비당로 109번길 100,041-836-0039,"넓은들판안쪽에오롯이자리잡은나경은,넓은주차장은물론주변이논으로둘러싸여있어봄에는푸르름을가을에는황금빛풍요로움이인테리어가되는버섯전문점.
총9가지이상의버섯이들어가는버섯전골은고기를전혀사용하지않고채수로간을맞춰깔끔합니다
대부분의식재료를직접농사짓거나인근의지역식품으로차려내는계절밥상이기에제철에건강하게드실수있는상차림을 준비하며, 버섯 구매도 가능",
193,농가맛집,청양,한식,차와싸리골,"차향밥상, 싸리티밥상, 잔대백숙, 산양삼백숙",충청남도 청양군  남양면 충절로 382-20,041-944-2363,"농가에서  직접 생산하는 신선하고 건강한 식재료를 이용해 청양의 전통 문화와 역사의 발자취가 깃든 향토음식점을 운영하고 있습니다. 황토로 지은  자연친화적 환경을 바탕으로 건강하고 청양 고유의 향토색이 가득한 로컬푸드를 맛 보실 수 있습니다. 친환경 유기농으로 만든 식재료에 된장,  간장, 고추장 양념을 이용한 향토음식을 장작가마에서 구워온 그릇에 정성껏 담았습니다. 단순한 음식점이 아닌 1만평의 차나무 산에서 직접  차밭 농사를 짓고 생산한 수제 녹차와 발효차의 맛과 향을 맛볼 수 있으며, 다도교실을 운영하여 차예절 교육과 차 만들기 체험을 할 수있고  매년 차와 문화가 어우러지는 차산놀이문화제를 열고있습니다. 차(茶) 가공품도 판매하고 있습니다. 자체 주차장이 있어 편리하게 사용할 수  있습니다.",
194,농가맛집,홍성,한식,예당큰집,"수라상, 왕비상, 어사또상, 사또상",홍성군  장곡면 무한로 957-24,041-642-3833,600년 고택으로 한국식기 박물관을 함께 운영하며 9만여평의 땅에서 직접  재배한 채소들과 홍성 특산물인 한우로 요리하는 전통한정식집입니다,
195,미더유인증,예산,한식,가야수랏간,표고버섯과 곰취등을 이용한 별미음식,충남 예산군 덕산면 가루실길 20,041-337-3790,"가야수랏간’ 대표 이혜영씨는 옆 동내인 둔리로 5대째 살고 있는 남편과 결혼하여 친환경 표고버섯을 재배하고 있다. 주변에서 음식솜씨로 칭송이 자자했던 시어머니께 집안의 별미음식을 전수받았으며, 특히 예산군 최초로 표고버섯 농장을 시작 하신 시부모님의 가업을 이어 받아 표고 농장을 운영하고 있고 체험농장으로 변화하던 중 찾아오시는 도시 손님들에게 농가에서 친환경으로 싱싱하게 재배되는 표고버섯과 곰취 등을 이용한 음식과 시어머니로 부터 전수 받은 별미음식을 만들어 대접하면서 '가야수랏간'이라는 이름으로 식당까지 경영하고 있다.",
196,미더유인증,서천,한식,고수록,시골밥상 / 한정식/ 해장국/ 비빔밥,충남 서천군 비인면 선도리 103-10,041-952-1928,"고수록은 잔잔한 바다 속에서 파도의 흐름에 거스르지 않고 유연한 모습을 가진 해초라고 한다.흔히 꼬시래기라고도 하는데 서천에서는 고수록이라는 방언을 사용하고 있다. 고수록은 한자 그대로 바다의 초록 내음을 가득담은 해초이다.고수록에 함유된 타우린 성분은 간 기능의 회복과 체내 중금속 배출을 동와 성인병 예방 및 변비 해소에도 좋은 효과가 있다. 고수록에서는 고수록 비빔밥과 농가에서 직접 재배한 농산물로 조미료를 일체 사용하지 않는 건강한 밥상을 선물한다.서해바다 해초인 고수록의 바삭함과 똘쟁이의 고소함으로 입맛을 돋우고 건강한 두부 음료로 속을 부드럽게 해주면 드디어 푸짐한 시골 밥상이 있으며 서천의 물김으로 끓인 김국과 김부침개 그리고 구운 손김, 앙증 맞은 게로 만든 똘쟁이 볶음, 바다 내음이 나는 고둥무침, 굴과 절인 가을배추로 깊은 맛을 낸 절인배추 해물찌개, 텃밭의 계절 채소겉절이와 김치가 고수록에서만 맛볼 수 있는 밥상이라고 할 수 있다.",
197,미더유인증,공주,한식,시장정육식당,고기 / 육회비빔밥,충남 공주시 금성동 177-3,041-855-3074,"시장정육식당은 공주시 음식문화 특성화 거리인 공산성 백미(百味)고을에 위치해 있다.
백미고을이란 '백제의 맛', '다양한 맛'을 느낄 수 있는 곳을 의미한다.시장정육식당은 40년간 정육점을 운영해 오면서 고기에 대한 노하우와 철학을 갖고 있으며 직접 사육한 한우와, 공주에서 도축된 한우만을 고집하고 있다.시장정육식당의 일품 메뉴는 육회와 육회 비빔밥이다. 오래전 시아버지께 만들어 드린 육회가 맛있기로 소문이 나서 정육점과 함께 식당을 운영하게 된 계기가 여기에 있다고 할 수 있다. 또한 신선하고 맛있는 육회와 비빔밥의 조화는 말로 표현할 수 없다. 뿐만 아니라 마블링이 골고루 퍼진 등심 또한 일품이라 할 수 있다.",
198,미더유인증,금산,한식,진악산뜰농가맛집,"인삼수육, 부추백숙 요리, 자연밥상",충남 금산군 금산읍 계진리 122-8,041-751-1809,"진악산뜰농가맛집은 금산 계진리에 있는 우리네 할머니 집과 같은 농가라고 할 수 있다.
오랫동안 이곳에서 농사를 지은 두 부부께서 식당을 운영하고 있으며 식당 주변에서 재배한 농산물로 정성들인 자연밥상을 제공한다. 특히 자연에서 그대로 담아온 건강음식으로 다양한 장아찌 음식들을 맛 볼 수 있고 금산의 자랑인 인삼수육, 부추백숙 요리를 맛 볼 수 있다. 한 상 차려진 요리들은 하나하나 정성이 들어가 미각을 자극하고, 집에서 직접 담군 가양주로 맛을 더 풍미하게 한다. 진악산뜰농가맛집은 6차산업화를 시행하고 있는 곳이기도 한데, 직접 재배한 농산물로 다양한 요리를 만들어 판매하고, 주변의 아름다운 자연을 감상 하거나, 채소수확, 장아찌 담기와 같은 체험학습을 제공하기도 한다. 한번 가보신다면 할머니 집과 같은 푸근함과 건강 자연밥상이 무엇인지 알 수 있다.",
199,미더유인증,계룡,한식,팥거리 콩쥐팥쥐,팥죽,충남 계룡시 두마면 두계리 50-5,042-841-8888,"계룡하면 '팥'이라할 수 있다. 팥거리는 명칭은 조선 태조인 이성계까지 흘러 올라가게 된다.
이성계는 신도안 도읍을 이전하고자 무학대사와 이곳에 방문하게 되었는데 이곳 계룡에 신도 건설을 명령하고 궁궐터를 닦게 하였다고 전해진다. 신도안에는 아직도 궁궐터가 남아 있다. 두계리 일원은 예로부터 콩, 팥, 녹두재배가 잘 되어 두계리로 명명되었고 지금도 팥거리에 대한 흔적을 많이 볼 수 있다.
팥거리는 신도안 건설 때 인부들의 허기진 배를 팥죽으로 채우면서 팥죽집이 많았다고 한다. 지금은 팥죽집이 많지는 않지만 아직도 두계리 팥거리에는 계룡에서 생산된 팥을 가지고 팥죽을 쑤는 곳이 있다. 콩퀴팥쥐이다. 팥죽을 쑤는 식당을 찾기가 참 어려운데 이곳 식당에서는 칼국수 팥죽, 새알 팥죽, 여름에는 팥빙수 팥 요리만 전문적으로 하는 맛있는 팥 음식점이라 할 수 있다.
곳곳에 사장님의 정성이 담긴 메뉴판과, '우리 업소에서 사용하는 팥, 쌀, 고춧가루'는 우리지역 계룡에서 나고 자란 농산물을 사용하고 있습니다' 라는 문구가 인상적이다.",
200,미더유인증,공주,일식,퓨전일식해상공원,생선회,충남 공주시 금성동 180-6,041-857-9595,"미더유 로컬푸드 거리기준은 식당에서부터 인근 50km에서 생산된 농수산물로 만든 음식을 하는 곳을 미더유 식당이라고 하고 있다. 해상공원에서는 충남 서천에서 수산물을 직거래로 거래해서 신선한 수산물을 맛볼 수 있는 곳이다. 물리적 거리도 중요하지만 사회적 거리로서 지역은 좀더 떨어져 있더라도 농가 어가로 부터 직접 구매하는 형태를 사회적 거리의 로컬푸드라고 한다. 해상공원에서는 수산물을 기본으로 하는 회정식을 주로 판매하지만 봄에는 서천에서 잡히는 실치회, 여름에는 조미료를 전혀 넣지 않은 물회, 가을에는 전어 구이와 꽃게 등 제철별로 맛있는 로컬 수산물을 맛 볼 수 있다. 특히 이곳 해상공원은 수산물을 제외한 쌀과 기타 채소류 등은 공주에서 생산된 농산물들이어서 충남의 신선한 수산물과 농산물을 맛 볼 수 있는 곳이다.",
201,미더유인증,부여,한식,서동한우,숙성 한우구이,충남 부여군 부여읍 관북리 118-2,041-835-7585,"두툼히 썰어진 소고기가 불판에서 ‘치이익’ 소리와 함께 숯불에 익어가고 있다. 겉만 살짝 익은 고기를 한 점을 집어서 입안에 넣었다.고기를 씹는 순간 입안에 치즈향으로 가득 찬다. 어떻게 된 일일까? 소고기구이에서 치즈향이 난다니, 놀랍지 않을 수 없다. 이 맛의 비밀은 무엇일까? 서동한우에서는, 양식이 아닌 한식으로 건조숙성과정을 거친 한우암소구이를 접할 수 있는데, 이 집의 소고기는 더 특별하게도 건조숙성과정에 발효과정까지 거치기 때문에, 어디에서도 맛볼 수 없는 독특한 소고기 맛을 느낄 수 있으며, 전국 최초이자 유일무이한 식당이다.",
202,미더유인증,청양,한식,바닷물손두부,"구기자손두부, 보리밥",충남 청양군 대치면 대치리 79-1,041-943-6617,"칠갑산 자연휴양림과 천장호 사이에 고향의 옛 추억을 맛보고 느낄 수 있는 ‘바닷물손두부’라는 식당이 위치해있다. ‘바닷물손두부’는 상호명 그대로 바닷물을 간수로 사용한 손두부를 맛볼 수 있는 집이다. 손두부의 종류는 총 세가지로 검은콩(서리태)과 노란콩(백태)으로 만든 두부가 있으며, 다른 손두부 집에서는 맛볼 수가 없는 구기자를 첨가한 두부가 있다. ‘바닷물두부’라는 메뉴를 시키면 삼색의 두부를 맛볼 수 있는데, 두부의 담백하고 고소한 맛을 느낄 수 있고 두부 외에도 돼지고기 삼겹살 수육, 씻어서 볶은 묵은지, 새콤달콤한 야채무침이 함께 나와서 다양하게 두부의 맛을 즐길 수 있다. ‘바닷물손두부’에서 상에 올라오는 나물류, 파, 배추, 무 등은 지역의 농가와 직거래해서 사용하는데, 많이 사용하는 고춧가루와 배추는 1년 단위로 계약해서 사용하기 때문에, 농가에는 안정적인 소득이 확보되어 지역경제에 이바지하는 역할도 크다고 볼 수 있다. 또한 콩의 경우도 농가와 직접거래가 어려워 상회를 통하지만, 오로지 청양에서 생산된 콩만을 고집하기 때문에, 그 지역만의 맛과 정취를 느끼고 싶은 분들에게 적극적으로 추천해 드린다. 조리장에는 카메라가 설치되어있는데, 식당외부의 텔레비전을 통해 조리장에서 음식이 어떻게 조리되는지 확인을 할 수가 있다. 대도시의 유명한 식당에서도 보기가 어려운 이런 시설을 갖춰 놓았다는 것은 그만큼 식당운영에 대한 사장님의 자부심을 느껴진다.",
203,미더유인증,태안,한식,이원식당,"박속밀국낙지탕, 낚지볶음",충남 태안군 이원면 포지리 82-2,041-672-8024,"지역의 음식은 지역 농산물에 있다고 생각한다. 박속 밀국 낙지탕에 다른 지역 낙지가 들어가고, 외국의 박이 들어간다면 그 음식은 더 이상 태안의 음식이 아니라 정체불명의 음식이다. 미더유 식당인 이원식의 박속 낙지탕은 이런 면에서 태안군 이원의 음식임에는 틀림없다.
낙지와, 호박, 그밖에 야채 등 모든 식재료를 지역 농어가로부터 직접 구매하고 있다. 별이 네 개나 되는 이유가 여이게 있는 것이다. 낙지는 이원면 30개 어가와 직접 거래하고 있고 지금까지 식당을 운영하면서 낙지 장부를 쓰고 있을 정도다. 태안군에서 잡은 낙지는 주변에 어시장이 없어서 판로가 마땅치 않은데 이렇게 지역 음식점에서 어판장보다도 더 높은 가격으로 구매를 해주니 생산자는 더 좋은 가격에 생산물을 판매하고, 소비자는 더 저렴한 가격에 좋은 음식을 맛 볼 수 있어 일석이조가 아닌가 싶다.
또한 박은 이원면 반포청년회에서 생산한 것을 공급 받는다. 청년회에서는 박을 생산해서 고정적인 공급원이 있어 안정전인 소득을 확보할 수 있다고 한다. 최근에는 다른 농산물은 감자와 쌀도 공급하고자 노력한다고 하니 지역농산물을 사용하는 이원식당의 파급효과는 음식에도 있었지만, 지역경제에도 많은 도움을 주는 것 같다.",
204,미더유인증,보령,한식,궁중수라상,"간장게장한정식(장금이상,수라상), 약초밥상",충남 보령시 동대동 1044,041-932-0708,"서해안에서 가장 규모가 큰 대천바다를 보기위해 보령시를 방문한다면, 시내 한복판에 위치한‘궁중수라상’을 추천한다. 이곳은 지역농산물의 소비를 활성화 시키고, 소비자에게 안전한 먹거리를 제공하여 지역의 향토음식 문화를 계승시키는 충청남도 로컬푸드 인정제도 ‘미더유’ 인증을 받은 업체이다.
맛이 좋기로 유명한 100% 천수만 꽃게만을 고집하여 사철 같은 손맛으로 간장게장과 한정식으로 손님을 맞이하고 있는 이곳의 제철 인기메뉴로 단연 간장게장을 꼽을 수 있다. 궁중 수라상의 자랑은 꽃게 자체만으로도 맛이 최고이지만 무엇보다 게장의 맛을 좌우하는 것은 간장과 효소와의 궁합이라고 한다. 십여 가지 이상의 과일과 야채를 발효시켜만든 효소와 간장의 배합비율이 게장의 맛을 좌우하기 때문이란다.
항아리에 담아 저온저장 시설에서 오랫동안 숙성시킨 효소가 떫은맛과 비린맛을 없애주는 역할을 한다. 인공조미료와 향료를 사용하지 않아도 입맛이 까다롭거나 간장게장을 싫어하는 초보자들도 이곳의 간장게장의 매력에 푹 빠지게 되어 돌아 갈 때는 효소품은 명품 ‘그이랑 간장이랑’에서 판매하는 간장게장의 구매까지 이루어지게 된다고 한다.",
205,미더유인증,보령,한식,가든 터,"굴정식, 굴물회",충남 보령시 천북면 홍보로 664-7,041-641-4232,"가든 터의 인기 메뉴는 굴밥정식과 굴 물회다. 굴밥정식은 굴 물회, 굴 숙회, 굴회가 에피타이저로 제공된다. 굴의 비릿한 맛 때문에 굴을 선호하지 않는 사람들이 많고 특히 굴과 물회라는 음식이 조금 생소할 수 있는데 물회를 맛 본 순간 굴의 담백함과 국물의 시원함은 이러한 선입견은 완전히 사라지게 하였다.굴회는 레몬과 함께 제공된다. 레몬의 향이 비릿한 굴의 맛을 없애주어 외국에서는 레몬과 함께 마리네이드(Marinade)라는 요리로 만들어 먹지만 천북의 굴은 비릿한 향내가 없어 레몬즙을 뿌리지 않고 굴 자체의 맛을 느껴보길 대표는 권한다. 메인 음식인 굴밥은 달래를 곁들여 먹는데 겨울철에는 업체에서 직접 재배한 달래로 향을 더하고, 여름철에
는 원기회복에 좋은 부추로 깔끔한 맛을 더욱 끌어 올린다.
이곳 노승주 대표는 식당에 오시는 손님들이 편안하게 음식을 맛볼 기회를 주기 위해서 요즘과 같은 제철에는 식당 테이블 수만큼만 손님을 받는다. 손님들이 식사를 하는 동안에는 가게 문을 닫아 손님들이 오랫동안 굴의 깊은 맛을 느끼게 해 준다. 이렇게 하는 것이 일 하시는 종업원도 손님에게 최고의 서비스를 제공할 수 있다는 철학에서다. 이곳 업체와 2km 떨어진 천북 굴 단지에서는 매년 12월 굴 축제를 열고 있다. 겨울철 부족한 원기를 회복하고 천북의 신선하고 담백한 굴 맛을 느끼길 원한다면 이번 겨울 이곳 가든 터에 꼭 예약 후 가보길 권한다.",
